136.1358982,127.1738982,96.45789818,95.76189818,134.6648982
136.7598982,128.7088982,96.32719818,95.21329818,134.7578982
136.8348982,129.0968982,96.99399818,93.61059818,136.1818982
136.4908982,128.3578982,96.80709818,94.55879818,135.0468982
136.1978982,127.3808982,97.75349818,94.22899818,135.2808982
136.2478982,127.6988982,98.78559818,94.05259818,136.6868982
134.0818982,128.2608982,98.18179818,94.21589818,136.0928982
133.3708982,129.9308982,98.76199818,93.22139818,136.4518982
132.9588982,128.5638982,99.15129818,93.57279818,136.9518982
131.6378982,127.9738982,99.01369818,93.18179818,137.7708982
132.0118982,127.2378982,98.76289818,92.67339818,138.8718982
132.3898982,128.9508982,98.18599818,92.38459818,139.0568982
131.0538982,128.6538982,97.13229818,90.70299818,137.7318982
131.3868982,128.4508982,97.81759818,90.10539818,138.7418982
131.9438982,127.4088982,97.94829818,90.26739818,138.3278982
130.7438982,125.8058982,97.63829818,88.02689818,138.1178982
130.4618982,126.1628982,96.62109818,87.84439818,136.6428982
131.4348982,126.1178982,98.13429818,88.67119818,136.7358982
131.1248982,125.2268982,97.73189818,89.49209818,135.3638982
130.7318982,126.1728982,97.21489818,89.20529818,134.3348982
130.3388982,123.6438982,97.95159818,87.05179818,134.1028982
129.8448982,128.0908982,99.33609818,86.27469818,132.3468982
130.8568982,128.3358982,98.97379818,85.96679818,132.2548982
130.3368982,128.9568982,99.92019818,84.03009818,131.4158982
129.4648982,128.7938982,100.9859982,83.64159818,129.7378982
129.0908982,128.3878982,100.4948982,83.37909818,128.4788982
127.2828982,127.6198982,101.3291982,82.70809818,125.8298982
126.3748982,129.2968982,101.0982982,82.33539818,123.8908982
125.7838982,127.6018982,102.8114982,81.00099818,122.3408982
126.5448982,128.7668982,101.4664982,81.93979818,121.4578982
125.3418982,126.8588982,101.0297982,81.25999818,120.4398982
124.2638982,124.9558982,99.76199818,80.00269818,118.2548982
124.9658982,123.8918982,99.61049818,78.98379818,115.9438982
122.6638982,124.8118982,99.04289818,77.88529818,114.0538982
120.8598982,126.0128982,96.97159818,78.52239818,114.5698982
