294.6241593,293.6691593,321.8991593,180.9201593,336.0681593
292.6331593,294.9061593,324.6611593,180.3021593,332.4391593
292.3241593,293.0011593,331.3881593,178.5291593,329.2661593
284.3561593,289.4791593,334.6531593,177.9961593,324.1861593
281.2091593,288.7031593,338.1911593,176.6911593,316.0001593
277.7981593,287.9771593,338.6901593,173.5711593,305.3771593
275.5831593,286.2951593,341.3871593,171.7321593,299.9531593
275.7271593,286.0491593,341.0371593,169.5361593,288.2601593
277.6811593,286.4151593,340.1311593,168.6371593,279.2631593
276.7711593,282.8021593,340.3991593,167.3991593,268.9881593
273.8221593,279.2481593,341.0571593,165.1941593,257.3261593
270.9261593,272.9751593,340.7331593,163.8041593,247.5541593
265.9201593,268.0881593,339.6931593,163.4311593,235.5951593
262.8971593,262.2871593,337.1531593,164.7201593,225.8991593
259.9181593,259.7271593,336.8581593,166.2981593,212.8631593
260.2031593,256.9841593,331.5771593,170.5031593,205.6771593
261.4371593,253.4881593,328.0521593,172.0401593,196.6421593
261.0771593,250.6181593,322.0961593,175.1031593,189.0441593
262.4571593,251.0201593,314.8841593,180.1441593,182.7751593
263.2801593,246.6831593,310.1411593,185.1401593,178.1501593
267.8891593,243.9441593,301.3131593,187.8801593,172.4351593
272.2281593,241.8021593,294.8571593,190.5271593,166.1571593
276.7161593,238.2601593,290.9761593,193.0161593,161.4931593
284.8511593,237.0681593,285.0991593,198.7271593,156.3051593
290.8681593,234.3301593,282.4211593,201.8481593,152.6591593
294.8211593,230.3171593,277.7131593,207.1001593,148.8841593
297.6971593,228.3671593,274.1061593,213.1331593,145.6301593
299.6661593,225.1721593,270.8161593,215.1931593,143.2571593
298.1311593,223.7931593,264.2991593,219.4731593,139.9431593
296.7581593,222.7791593,259.4361593,217.7401593,136.5201593
292.7771593,220.1531593,255.4331593,218.0761593,134.5901593
291.1361593,219.0641593,252.7211593,219.7211593,133.0101593
287.5761593,219.6411593,250.9721593,217.6871593,130.4871593
286.0771593,220.6001593,246.6741593,218.9201593,129.3891593
286.3751593,221.8261593,241.9671593,217.9561593,128.3421593
285.7371593,223.5431593,236.6711593,214.6391593,127.4001593
283.8541593,227.5121593,232.1451593,211.5731593,127.4821593
284.3721593,228.6491593,225.6271593,209.5441593,125.3451593
283.1781593,227.4531593,221.2341593,208.0091593,122.9501593
282.3681593,229.4081593,218.8581593,205.6201593,121.1931593
279.9661593,229.4861593,215.0141593,201.4441593,116.9831593
279.5871593,231.7951593,212.1341593,193.7681593,114.8061593
274.8211593,232.7311593,209.7351593,189.2041593,112.7821593
269.5681593,232.9441593,211.3121593,187.2831593,111.9101593
265.0401593,234.7621593,213.1451593,184.5451593,108.6101593
263.0251593,237.3981593,216.3911593,183.2161593,106.9741593
257.8251593,238.3511593,222.8881593,181.7281593,105.8081593
255.1421593,238.6411593,225.6611593,183.9741593,103.8731593
256.4931593,240.5781593,225.5371593,184.5611593,101.2941593
253.3581593,243.3671593,223.5501593,184.6091593,101.9041593
252.8011593,246.9011593,217.9081593,186.6921593,99.67215926
251.5621593,251.0861593,209.0691593,188.1531593,98.63615926
248.3971593,254.7191593,198.5921593,190.2571593,97.30715926
248.5761593,259.2001593,187.7691593,192.2091593,96.24315926
245.7531593,265.0401593,176.9811593,194.4891593,95.39515926
242.2561593,269.7401593,167.6781593,196.0351593,95.83315926
239.3951593,272.0361593,158.4321593,197.9191593,95.38915926
238.6231593,278.8791593,149.9401593,199.6581593,94.71415926
237.3551593,282.0281593,141.3171593,199.4921593,94.23415926
234.3461593,285.2761593,135.4631593,199.1981593,92.69415926
234.7631593,285.9591593,128.7401593,198.9651593,94.40715926
235.4201593,290.0461593,122.0641593,201.8661593,92.78615926
233.3791593,290.6841593,118.0001593,207.2201593,92.99715926
232.2791593,291.9431593,114.4671593,212.4241593,94.02115926
231.7141593,291.4211593,111.1121593,216.8181593,92.49815926
227.9351593,289.5451593,107.7081593,218.2781593,93.02915926
