"sample_id","idx1","idx2","idx3","idx4","idx5","idx6","idx7","idx8","idx9","idx10","cutree.clusters..h...2.4."
"GAOX1-medial-3_1",0.868202323517731,0.329058564883872,0.158423606848943,0.538314385554211,0.712248062310103,1,0.347574728609405,0.3024682150451,0.0993955585620336,0,2
"GAOX1-medial-3_2",0.305379081246831,0.856711930972715,0.584826366039296,0.372582005983727,0.343390612171399,0.742946502315358,0.768654241164218,1,0.407183364775904,0,2
"GAOX1-medial-3_3",1,0.565257367657401,0.394421963450594,0.249614659555284,0.248931758323603,0.51762851910417,0.457064995178246,0.323821711254791,0.409498567103094,0,2
"GAOX1-medial-3_4",0.851971815770191,0.889834128886234,1,0.611323935544642,0.395689976191194,0.365038376597776,0.673578573666746,0.764440929071384,0.628240325303663,0,2
"PFAk-GAOX1-medial-2_0",1,0.816572194340748,0.387497582974277,0.0837412860072617,0.0590313244216924,0.0706537799292113,0.0634240738835361,0.0298634431757012,0,0.0413102259120715,1
"PFAk-GAOX1-medial-2_1",1,0.23837729061365,0.164321991915573,0.115521784284468,0.128609387374641,0.111082618437117,0.130884576155613,0.142459535290889,0.0204295652760479,0,1
"PFAk-GAOX1-medial-2_2",1,0.163994992801622,0.0737262038426884,0.0534456199335155,0.0698001701935515,0.0927426665572157,0.240118851456865,0.238818020048623,0,0.0152879917831256,1
"PFAk-GAOX1-medial-2_3",1,0.204515976798527,0.050168557908231,0.0668488684817877,0.0496942802150979,0.0553418565380037,0.0431601428945734,0.0242381321278151,0,0.0787598407639406,1
"PFAk-GAOX1-medial-2_4",1,0.124043472330963,0.042587034226651,0.104488541765157,0.127044710717417,0.0842500416525798,0.0430480546717351,0.0261318965893722,0,0.0326357806492126,1
"PFAk-GAOX1-posterior-2_0",1,0.347465912441122,0.168767793228294,0.108069441754096,0.0822915178720616,0.066009782546542,0.0686410122087334,0.012269932613576,0,0.360765292218194,1
"PFAk-GAOX1-posterior-2_1",1,0.527346591363892,0.198886368542335,0.0882194647935003,0,0.067647634603022,0.114482776799328,0.0889270835487062,0.0309933422806868,0.127347792909005,1
"PFAk-GAOX1-posterior-2_2",1,0.665512780394409,0.493404292591019,0.285183350872224,0.257966106073746,0.317144819237126,0.235793345065049,0.106519554983546,0,0.0585429009366836,1
"PFAk-GAOX1-posterior-2_3",1,0.674914192161345,0.328437073063596,0.293106572973658,0.330720081540361,0.21736606771538,0.163967833506125,0.0674315626102055,0,0.215365891230645,1
"PFAk-GAOX1-posterior-2_4",1,0.439162196953348,0.373389691186221,0.281152384958577,0.249028787918283,0.235681648211966,0.157076244283305,0.0616582277832414,0,0.104666497208763,1
"APO-posterior-1_0",1,0.323254367044862,0.30043132017276,0.210843568730101,0.151960450975121,0.0889382608987532,0.0435927630716407,0.0213518427535679,0,0.0556205489919008,1
"APO-posterior-1_1",1,0.644970258971876,0.559457105652527,0.498803320435658,0.467589266930486,0.379224371905767,0.160096745043175,0.0627864181524584,0,0.131660953308271,1
"APO-posterior-1_2",1,0.633818057449293,0.681182923173139,0.666514193969709,0.442269356554933,0.21654414337601,0.0744335007776479,0.00745556928742393,0.175767159627435,0,1
"APO-posterior-1_3",1,0.584636486674625,0.495051672963128,0.450357313962857,0.370551579631025,0.217949818573745,0.11195334016512,0.0221508454408037,0,0.118102913479566,1
"APO-posterior-1_4",1,0.589769051116829,0.49929251805156,0.477779698998396,0.5208100232973,0.364932667134256,0.21578276643095,0.14669753092501,0,0.0227991789151583,1
