"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","rfp.data.sample_id"
"1",-1.38471467348663,1.42851112902022,0.148840486614737,0.125579697590033,0.331796636607143,0.275452907701228,0.0163183078728846,-0.0928846381901854,0.422785753950205,-0.021501742295383,0.123873349616718,-0.0720650274963835,0.126819982222057,-0.0796642180006424,0.0918810824411094,-0.144521977031171,0.0253917747290421,0.0824231211888836,0.150376373732611,-0.0449721276036112,-0.206335681118615,0.0614556946409565,0.143003096262319,0.152556524029913,-0.0774201557479816,-0.168215536371165,-0.100872398300126,0.0256426409280985,0.00436560748794427,0.0216422818138759,0.00848357764464866,0.00445162032941026,0.00529416301396991,0.000437170957416009,0.000172359612525797,0.0200011062826578,-0.00223447867107283,-0.00670859472507857,-0.0178732125505659,-0.00143555531257158,0.00498906835761056,0.0051239871735161,0.00245259642898973,8.76035355368288e-16,"L2_D1_GAOX-1_merge_medial_7-12-_0"
"2",-1.18875669100155,-1.20555126113693,-1.01069860912082,-0.216430206208998,0.847491569645168,-0.337990419250351,-0.048682510048294,-0.0092478127017286,-0.00307305445013956,-0.0340243345681205,-0.122759181176534,0.0519769633990899,0.0346434729866039,0.11417307663701,0.0199206901870795,-0.0140942532801692,-0.113967133237746,0.169190615432396,0.0383369481283459,0.0896281414474624,0.065568315631097,0.00822012535905643,0.0330788092320164,-0.027053024198795,0.0558318297586375,0.0243857307779643,-0.00751639183111825,0.0196303103089674,0.0198158844809991,-0.0302776060813354,0.0853917033056971,-0.033218160272803,0.152235589635749,-0.0252649577708631,-0.000226844911785498,0.0982607639805197,-0.0190814668197066,-0.00223037799597939,-0.00114925443123797,0.00249168221731022,0.00156543268913736,0.00349193018064874,0.00137353897236272,-2.42861286636753e-16,"L2_D1_GAOX-1_merge_medial_7-12-_1"
"3",-1.2185410756035,1.13138961737281,0.354261099832832,-0.435383214685278,0.221196802104046,-0.0368702705548517,0.37301559201139,0.386510724149106,-0.16386208709817,-0.0398545412017228,0.0293162109546876,0.0186661041008869,-0.199249829267912,-0.0295065643996596,0.1281946202915,0.354732773199288,0.0107169364031216,-0.131361944475286,0.096738527792413,0.216153193455049,-0.0132801557524386,0.0340431690203704,-0.0938848869575362,0.0877820510203484,-0.098993420243034,-0.0838598875900725,0.0092676573416853,-0.0426964005652635,0.0505662788600505,-0.0544754235735183,0.0184320730938284,-0.00764427902603005,0.000219000491910665,0.0229175639044762,-0.00581305804186532,0.0120199297688072,-0.0240209560840441,0.0141914738200436,-0.0112619473102832,0.00674267867851081,-0.00220022417153136,-0.000384287119015894,-0.00593009519157009,-3.54967791271754e-16,"L2_D1_GAOX-1_merge_medial_7-12-_2"
"4",-0.590348847197964,-1.05030839170097,0.682511705907693,0.808135130941165,0.384582542244771,-0.447094496118897,0.277994980353419,0.264237575021182,-0.0515904011305788,-0.199532992166401,0.186741325526436,0.175803164243107,-0.0831121321688906,-0.149071520901005,0.0220514478625684,-0.0372989641921273,0.285423597647963,0.0344883853830943,-0.14779660622049,0.0258517878222069,-0.00154467888976643,-0.0318574808347659,0.184883280668913,0.0689923792926231,-0.015738554575107,0.0925369023505123,0.115576516592601,-0.0524995010233153,-0.0447925529128004,-0.0107855308994757,0.0222525791764814,0.00123399675760753,-0.00410130724106388,-0.0175433870167409,0.0240467049188357,0.0213303026716355,-0.00144014959335439,0.00100416576966422,-0.00535012577763035,0.000447413488764311,-0.00360826919827251,-0.00150106512261578,-0.000605940447002093,7.37257477290143e-17,"L2_D1_GAOX-1_merge_medial_7-12-_3"
"5",-0.229002191686384,-1.407890872739,-1.04193185590284,-0.261802783065952,1.08551063613907,-0.430108078693222,-0.0375514641371322,0.0846775473222707,0.114832825447625,-0.036325532034824,-0.0178884541982101,0.0754891517250043,0.0239055469985008,0.149256060600944,0.0724732967034963,-0.00763381650800993,-0.11162775184231,0.227230969852284,0.107041410610842,0.0820982971648153,0.0701166014677005,-0.0146772477582624,0.022494246764529,0.0338860430935149,-0.0174394617167154,0.0196438777589658,0.0936027086291362,0.0217709283032792,0.0231972472804379,0.0269703325570697,-0.100335247809131,0.0165085470983479,-0.111431857380639,0.0256196481493575,0.000980333098706189,-0.06436960053709,0.00410839268835012,0.000162492789476207,-0.00186855564007757,0.00195238018028604,0.000213562391891426,-0.00020856718147285,-0.00218692813130704,-1.14491749414469e-16,"L2_D1_GAOX-1_merge_medial_7-12-_4"
"6",-1.30694977004882,-1.89118784731167,-0.460952765382639,-0.0903674965950501,-0.21992513786721,-0.143816418557865,0.454990234649312,-0.111741923983679,0.354011008329854,-0.0271268537974483,-0.0773923615191504,-0.123487366637763,-0.0655198702274073,0.037950369402053,-0.124421590524924,-0.0824855529779287,-0.0771111153810263,-0.130720312273214,-0.107442056391877,0.0681392487708115,-0.0678420568453721,0.0692267752902038,0.021601092331398,0.00689992386724775,0.0318556837074184,0.0384311533211018,-0.013162562137143,0.00223214049050507,0.0561322569172962,0.00842900678892523,-0.0117022727820372,-0.032282342233339,-0.0107738199748063,0.0345618068299285,0.0527860789108475,0.00150465015148092,-0.00433363695411829,0.0935842157970143,-0.000293887279905286,-0.0893570352846118,-0.0123245136504359,-0.00315177299683462,0.00323618010882481,-2.77555756156289e-17,"L2_D1_GAOX1_merge_posterior_8-3_0"
"7",-2.64617476519835,0.387372544921561,0.0679858348385667,-0.0275181308494431,0.10103632239024,0.44480957232392,0.0463849737506222,-0.163180690122889,-0.170218965348103,-0.08047893028128,-0.0885628346983861,-0.101542265841112,0.0621956004814213,0.0190875112446139,-0.11773547360656,0.0159871542257975,0.0386985727313119,0.00422218522276734,-0.0462141357359684,-0.0404065580333931,0.0338092508953605,-0.0242794919589455,-0.0491987558342063,0.010852224733162,-0.0239062635668368,0.00931372369103477,0.057652926435771,-0.0176963200581655,-0.00974766065583601,0.00529747466652963,-0.0396874861522393,0.0202211984470861,-0.0304004092242223,0.0236385216143629,-0.0341391992871894,0.0677074739076158,-0.0625137819737155,-0.0455061142299627,-0.0524157845181754,-0.0559040545700081,0.0801268670292552,0.0458500084425222,0.0349682269173742,-6.59194920871187e-17,"L2_D1_GAOX1_merge_posterior_8-3_1"
"8",-2.21736047837653,1.48330268855132,0.0422610450646795,-0.0502726763597523,0.222958973627863,0.510945649426023,-0.10369364442328,-0.0819301740217167,0.126720958915139,0.0512424353127414,0.0214406422074376,-0.00991346823890575,-0.0316702289746591,0.0165908956090962,0.00624595527874335,-0.00930560203478011,0.0644988460603312,-0.0373927890811883,0.0333793239947708,-0.0440817804316564,0.0334471402432716,-0.0178869246409558,0.00990680522467374,-0.0324381147887619,-0.0478563947005178,0.0696052980377099,0.0544542900827632,0.0319154454460078,0.0838764324535503,-0.00352078308992029,0.0430457616611332,-0.0189871143170757,0.0105984936306578,-0.0238258012054015,-0.00700324506828936,-0.050636535664126,0.0204302357657395,0.0229613121815246,0.0330744028819068,0.0239038027188514,-0.0543322849457408,0.100036985319589,0.0197451803654044,-1.99493199737333e-17,"L2_D1_GAOX1_merge_posterior_8-3_2"
"9",-0.545480940572497,-2.5443657349278,-0.511827182953473,-0.145326312840628,0.202627734722366,-0.324397154298072,0.0371706785053374,-0.0142290973391663,0.344364238359136,0.0157852634066892,0.00392455274211041,0.0517679467521442,-0.0222014737521673,0.0916614606495049,-0.0846681293211933,0.00500223674065677,0.0673327759386477,-0.173931760672631,-0.0358374626295097,-0.105577015582626,-0.0362823123384019,-0.0208806675883089,-0.0933916798002511,0.0184491654481403,-0.0575304710674948,-0.0459125632971778,0.00460294919064352,-0.00663916746511273,-0.0634828739769493,-0.0261715192302851,-0.0833904349435522,-0.133194262979467,0.0400260562328367,-0.0790896454562919,0.0192063407454779,-0.0377144015595942,-0.0357672452977639,-0.05080018355445,-0.0109656935433117,0.0272410716713926,-0.00611212406361952,0.000155780851327624,0.000423771103569533,1.94289029309402e-16,"L2_D1_GAOX1_merge_posterior_8-3_3"
"10",-2.37576579496766,0.190943212080006,-0.215865797065062,-0.0958356994621374,0.597615257402016,0.138502795696538,0.20539046990283,-0.0385861428311148,-0.183390131342346,-0.0791315711747844,-0.118038603064365,-0.0314240982561512,0.0541499247338896,-0.108296063569305,-0.0552914129565677,0.0927763639334797,0.102908881126205,0.0465390637789712,-0.0604429839435407,0.111036404950821,-0.0227057893696372,0.0184366210876537,-0.02762454228835,-0.0603482344709744,0.0898944549838914,-0.0642249055980474,-0.0978302840029613,0.0347677592788364,-0.0510931139040803,0.038624173438286,0.0766002490631366,-0.0248415489327681,-0.0479398344204775,-0.0729932355020476,-0.000261081999642268,-0.0687364095930143,0.05095594296545,-0.0210882409702077,0.0389662333061852,-0.0230453241241058,0.0129382255994671,-0.0224051998172871,0.0535499564469913,-1.97758476261356e-16,"L2_D1_GAOX1_merge_posterior_8-3_4"
