sample_id,idx1,idx2,idx3,idx4,idx5,idx6,idx7,idx8,idx9,idx10
L2_D1_GAOX1_merge_medial_8-30-2-actin_2,0.421919496316725,0.19779552179320675,0.011725401464250797,0.0,0.07909929677943707,0.23730255995259422,0.44285711283819373,0.7352917073020395,1.0,0.9460211267358997
L2_D1_GAOX1_merge_medial_8-30-2-actin_3,0.21338272293609947,0.040589374347899755,0.0,0.21663946848070353,0.1735904228267734,0.1530245001173863,0.27998032262955197,0.4494874991763782,0.6309866128630889,1.0
L2_D1_GAOX1_merge_medial_8-30-2-actin_4,0.10379409120383275,0.3066404267919055,0.5327047124868206,0.7843648655727391,1.0,0.9764109463554136,0.7941166101518798,0.4721143524150491,0.06074679448614356,0.0
L2_D1_GAOX1_merge_medial_9-21-2-actin_0,0.046788960340266084,0.0,0.08446048584123447,0.41033678494120046,0.6142757003430509,1.0,0.8485385520969151,0.3679266828698137,0.1426153841285111,0.17713779215244463
L2_D1_GAOX1_merge_medial_9-21-2-actin_1,0.27343330966205753,0.10312878566356198,0.05636618070930298,0.0,0.06938677471907767,0.3885187351184262,0.5814612139187102,0.8849784869877607,0.9373678933957144,1.0
L2_D1_GAOX1_merge_medial_9-21-2-actin_2,0.5428495836115558,0.6860519320171845,0.7629470978796313,0.5812631499376363,0.3576808234538193,0.10546911418240465,0.0,0.29531200786161566,0.9319252138636566,1.0
L2_D1_GAOX1_merge_medial_9-21-2-actin_3,1.0,0.17062652950811846,0.0,0.26816184309991475,0.5566208838185868,0.6171200255653864,0.4017036115780556,0.20833173705401878,0.06362380010409281,0.28055395408508876
L2_D1_GAOX1_merge_medial_9-21-2-actin_4,0.22446587504646942,0.21678113703305596,0.060155397096944174,0.0,0.3340179687355439,0.7102411026835355,1.0,0.7772445359534516,0.3109371767116306,0.12820008175253206
L2_D1_GAOX1_merge_anterior_9-21_0,0.33524894716982195,0.3665346356652969,0.4715764438131263,0.7201528267813189,0.5081257615527962,0.8667127886284575,1.0,0.5598069387762256,0.22926871651494243,0.0
L2_D1_GAOX1_merge_anterior_9-21_1,0.12545791799351916,0.4489249132711939,0.7086278021260717,0.769419719157624,0.8722844476791071,0.9934139218986953,1.0,0.3512992711690017,0.0,0.12773169433726958
L2_D1_GAOX1_merge_anterior_9-21_2,0.250761159029219,0.6063731737868103,0.9492170371250792,0.9743662894483096,1.0,0.9330180054287058,0.8492435017040707,0.3750672701859344,0.0,0.04929168949323957
L2_D1_GAOX1_merge_anterior_9-21_3,0.14000464456627215,0.5382637616010483,0.8628360053412514,0.9574828662503148,1.0,0.7115199066663351,0.1957145582271027,0.0,0.008014917904526568,0.07845640051643138
L2_D1_GAOX1_merge_anterior_9-21_4,0.0,0.17282464738245673,0.3603144067625923,0.5282564898992785,0.7475132644945939,1.0,0.9933357720297848,0.610120209227091,0.2549904820072649,0.16604066199721615
L2_D1_GAOX1_merge_medial_8-30-2_0,0.08205976913974414,0.07676550045770163,0.5026694612516465,0.8652333720333116,1.0,0.9846893210386479,0.9225186429703721,0.7126233561812053,0.2103585701846435,0.0
L2_D1_GAOX1_merge_medial_8-30-2_1,0.0,0.17046831406810123,0.3978776590376724,0.6113559877670321,0.8145795841818873,0.9612705212174548,1.0,0.8914932106275636,0.5312095506910347,0.14075717032069873
L2_D1_GAOX1_merge_medial_8-30-2_2,0.0,0.04127558919829734,0.11667981160895682,0.15625840669187224,0.30522485436632885,0.5476053596084002,0.821851604038705,1.0,0.7419697515209001,0.38164886087064964
L2_D1_GAOX1_merge_medial_8-30-2_3,0.09205794340939702,0.19529872673849166,0.41933322871629486,0.7101509190967582,0.9986991412384132,1.0,0.8422541003565998,0.5652242141546854,0.1969967694980005,0.0
L2_D1_GAOX1_merge_medial_8-30-2_4,1.0,0.740284485811558,0.6342856025498136,0.5701448500768038,0.24997773041417118,0.0,0.23894559485865888,0.16455159917352685,0.07961485566049466,0.8680423839102787
L2_D1-2_GAOX-1_merge_anterior_7_0,0.24231174407711678,0.6372321512524856,0.8842916917697781,1.0,0.9194181418009464,0.7516737826006712,0.6474896308188427,0.35682868475948026,0.09223216866504823,0.0
L2_D1-2_GAOX-1_merge_anterior_7_1,0.3767530928020449,0.7315204019227257,0.9359094880299277,1.0,0.9766019237113666,0.831863423902302,0.659107154943324,0.3993426216196901,0.22566585557744231,0.0
L2_D1-2_GAOX-1_merge_anterior_7_2,0.5954835886575339,0.708108851966253,0.9537911559194788,1.0,0.9026034770409227,0.8103053633802061,0.6541467354357485,0.47088051672677156,0.059625154557772876,0.0
L2_D1-2_GAOX-1_merge_anterior_7_3,0.3962090159780849,0.48140086202758053,0.7826761089574528,1.0,0.9083893534622455,0.834355517994255,0.7061403836302239,0.42681886816687586,0.08908806050621976,0.0
L2_D1-2_GAOX-1_merge_anterior_7_4,0.53087052079142,0.50140091045571,0.6275047919013925,0.8334029687459383,1.0,0.8927701667006238,0.6044442871892545,0.23808795635820418,0.0,0.07844032080355078
L2_D1_GAOX1_merge_posterior_8-3-actin_0,0.6653018190951417,0.5855950993197983,0.3480283262040085,0.47466257803647766,0.42677537201024224,0.05822892403136849,0.005280831991781586,0.06090446043349167,0.0,1.0
L2_D1_GAOX1_merge_posterior_8-3-actin_1,0.25151759146536656,0.1696694063033331,0.30701019777744404,0.07773274463501549,0.0,0.1046134884643273,0.4368722027417882,0.3619245500835111,0.2732856538356039,1.0
L2_D1_GAOX1_merge_posterior_8-3-actin_2,0.831452277811444,0.3743489028048992,0.9563336550475471,0.8174750671484887,0.47330595021659594,0.0,0.014910331515274508,1.0,0.861724238547348,0.6320943595268551
L2_D1_GAOX1_merge_posterior_8-3-actin_3,0.9429718597947141,0.573621597770368,0.505453535368303,0.39714132302690947,0.36427856583702234,0.25289183704119134,0.0,0.13472171459481577,0.7930423664725795,1.0
L2_D1_GAOX1_merge_posterior_8-3-actin_4,0.10929804707503776,0.0,0.07251237568990901,0.025285605002118,0.1367711303446224,0.4082491955011284,0.32933876198845574,0.31041644275571656,0.4081164294791148,1.0
L2_D1-2_GAOX-1_merge_anterior_7-actin_0,0.9899397406190592,1.0,0.5349823506802287,0.15524634288494552,0.0,0.1249494807111945,0.7742965347846864,0.9821926026654927,0.849768540746163,0.7141494932290111
L2_D1-2_GAOX-1_merge_anterior_7-actin_1,1.0,0.7033966346357005,0.41143480134885024,0.08843082071955582,0.0,0.013387084505970967,0.29379157053151145,0.526847485273362,0.5168430905233977,0.4193514785798194
L2_D1-2_GAOX-1_merge_anterior_7-actin_2,0.5567810298267388,0.938044579306181,1.0,0.776436128864388,0.44999782883935324,0.2099703566855557,0.21530185080205128,0.35579307490242423,0.0540021433880018,0.0
L2_D1-2_GAOX-1_merge_anterior_7-actin_3,0.6867449723921183,0.6170768433170416,1.0,0.9857269724066299,0.34890549360767276,0.3614704234321937,0.8029042453560538,0.5979559229457204,0.16374054929916226,0.0
L2_D1-2_GAOX-1_merge_anterior_7-actin_4,1.0,0.299832886456217,0.0,0.011324243124566582,0.17543058606347509,0.31575187396871107,0.4555477271082896,0.44980587714239356,0.3709823733494988,0.5309528141316665
L2_D1_GAOX1_merge_anterior_8-30-actin_0,0.32175799272667727,0.32172834991188104,0.15773120324113818,0.09415319882876373,0.034726378962315535,0.0,0.07858274488179288,0.4532300668141901,0.865782096501767,1.0
L2_D1_GAOX1_merge_anterior_8-30-actin_1,0.8829388307376838,0.12573722775254342,0.499943313871096,0.8929605686358126,1.0,0.0,0.37887406560310255,0.22393978454341698,0.9542210216812127,0.4024678182987759
L2_D1_GAOX1_merge_anterior_8-30-actin_2,1.0,0.8561691995840214,0.6299068932799352,0.18387492796376473,0.0,0.09099529745998675,0.23169769312727853,0.4350449130662518,0.49595722259624964,0.6797594308690894
L2_D1_GAOX1_merge_anterior_8-30-actin_3,0.7725665016944543,0.7613645379721439,0.661688775372687,0.23518960921819695,0.0,0.05480413077157544,0.47791248968844596,0.506820146375667,0.4745273768203476,1.0
L2_D1_GAOX1_merge_anterior_8-30-actin_4,0.8632795355540276,0.7580647538567359,0.6390009334774491,0.31040581703842046,0.0,0.00047533654318551055,0.16015033899970518,0.6908568340375357,1.0,0.5505834234057191
