"sample_id","idx1","idx2","idx3","idx4","idx5","idx6","idx7","idx8","idx9","idx10","cutree.actin.clusters..h...1.95."
"L2_D1_GAOX1_merge_medial_9-21-2-actin_3",1,0.170626529508118,0,0.268161843099915,0.556620883818587,0.617120025565386,0.401703611578056,0.208331737054019,0.0636238001040928,0.280553954085089,4
"L2_D1_GAOX1_merge_medial_9-21-2-actin_4",0.224465875046469,0.216781137033056,0.0601553970969442,0,0.334017968735544,0.710241102683535,1,0.777244535953452,0.310937176711631,0.128200081752532,4
"L2_D1_GAOX1_merge_posterior_8-3-actin_0",0.665301819095142,0.585595099319798,0.348028326204008,0.474662578036478,0.426775372010242,0.0582289240313685,0.00528083199178159,0.0609044604334917,0,1,1
"L2_D1_GAOX1_merge_posterior_8-3-actin_1",0.251517591465367,0.169669406303333,0.307010197777444,0.0777327446350155,0,0.104613488464327,0.436872202741788,0.361924550083511,0.273285653835604,1,3
"L2_D1_GAOX1_merge_posterior_8-3-actin_2",0.831452277811444,0.374348902804899,0.956333655047547,0.817475067148489,0.473305950216596,0,0.0149103315152745,1,0.861724238547348,0.632094359526855,2
"L2_D1_GAOX1_merge_posterior_8-3-actin_3",0.942971859794714,0.573621597770368,0.505453535368303,0.397141323026909,0.364278565837022,0.252891837041191,0,0.134721714594816,0.79304236647258,1,1
"L2_D1_GAOX1_merge_posterior_8-3-actin_4",0.109298047075038,0,0.072512375689909,0.025285605002118,0.136771130344622,0.408249195501128,0.329338761988456,0.310416442755717,0.408116429479115,1,3
"L2_D1-2_GAOX-1_merge_anterior_7-actin_0",0.989939740619059,1,0.534982350680229,0.155246342884946,0,0.124949480711194,0.774296534784686,0.982192602665493,0.849768540746163,0.714149493229011,1
"L2_D1-2_GAOX-1_merge_anterior_7-actin_1",1,0.7033966346357,0.41143480134885,0.0884308207195558,0,0.013387084505971,0.293791570531511,0.526847485273362,0.516843090523398,0.419351478579819,1
"L2_D1-2_GAOX-1_merge_anterior_7-actin_2",0.556781029826739,0.938044579306181,1,0.776436128864388,0.449997828839353,0.209970356685556,0.215301850802051,0.355793074902424,0.0540021433880018,0,2
"L2_D1-2_GAOX-1_merge_anterior_7-actin_3",0.686744972392118,0.617076843317042,1,0.98572697240663,0.348905493607673,0.361470423432194,0.802904245356054,0.59795592294572,0.163740549299162,0,2
"L2_D1-2_GAOX-1_merge_anterior_7-actin_4",1,0.299832886456217,0,0.0113242431245666,0.175430586063475,0.315751873968711,0.45554772710829,0.449805877142394,0.370982373349499,0.530952814131667,4
"L2_D1_GAOX1_merge_anterior_8-30-actin_0",0.321757992726677,0.321728349911881,0.157731203241138,0.0941531988287637,0.0347263789623155,0,0.0785827448817929,0.45323006681419,0.865782096501767,1,1
"L2_D1_GAOX1_merge_anterior_8-30-actin_1",0.882938830737684,0.125737227752543,0.499943313871096,0.892960568635813,1,0,0.378874065603103,0.223939784543417,0.954221021681213,0.402467818298776,2
"L2_D1_GAOX1_merge_anterior_8-30-actin_2",1,0.856169199584021,0.629906893279935,0.183874927963765,0,0.0909952974599867,0.231697693127279,0.435044913066252,0.49595722259625,0.679759430869089,1
"L2_D1_GAOX1_merge_anterior_8-30-actin_3",0.772566501694454,0.761364537972144,0.661688775372687,0.235189609218197,0,0.0548041307715754,0.477912489688446,0.506820146375667,0.474527376820348,1,1
"L2_D1_GAOX1_merge_anterior_8-30-actin_4",0.863279535554028,0.758064753856736,0.639000933477449,0.31040581703842,0,0.000475336543185511,0.160150338999705,0.690856834037536,1,0.550583423405719,1
