sample_id,idx1,idx2,idx3,idx4,idx5,idx6,idx7,idx8,idx9,idx10,idx11,idx12,idx13,idx14,idx15,idx16,idx17,idx18,idx19,idx20,idx21,idx22,idx23,idx24,idx25
32-L3_D2_GAOX1-dTOM_rfp_Posterior_0,0.5969658631566875,0.7694582756438759,0.8876585020482396,1.0,0.9951246001835693,0.9037781454306151,0.8130326137330999,0.7706112809284533,0.7294608949593011,0.6629165353692601,0.6066689073149448,0.5648647778411704,0.5580133143710332,0.6498170639717141,0.7596213714431667,0.8521425385146092,0.8776511976313286,0.8487739686355066,0.7746531306426981,0.6836321608037776,0.5703730582907423,0.42726292512170716,0.2705714244022998,0.1253576384580143,0.0
32-L3_D2_GAOX1-dTOM_rfp_Posterior_1,0.18231261556126854,0.19610803323709167,0.239996063479495,0.23272365203076242,0.20437816652327698,0.22774547631475137,0.2421490243717429,0.22503305577479943,0.2378478963443091,0.2546046151473136,0.24348450869206856,0.339811391038325,0.5231503217879925,0.6913657949642428,0.8099540391492039,0.915207743101995,1.0,0.9945489342491102,0.977566626878483,0.9154902927829422,0.8189352839976775,0.6642260803507,0.4542806699642076,0.2197754322206459,0.0
32-L3_D2_GAOX1-dTOM_rfp_Posterior_2,0.33170621523654736,0.34292037275961,0.28071606474236327,0.1761175879602842,0.12311220257094088,0.23105401379498897,0.2957809866978427,0.2658733980280166,0.180906713115447,0.10723475890907984,0.04596021110626641,0.0,0.1470605442967483,0.4133042168405422,0.5437829811104546,0.5920462046466057,0.5908217638578801,0.7156094812456297,0.7313065405620908,0.6632397413193428,0.7630492061108421,1.0,0.7439300498026014,0.4232617948332899,0.11085455442746812
32-L3_D2_GAOX1-dTOM_rfp_Posterior_3,0.1773579225948332,0.332440158718465,0.4965664005356163,0.5655146175046748,0.5868472949654621,0.6095948463642106,0.6297069896127723,0.6132100266034936,0.6204917112232775,0.6662693851353465,0.716274380588979,0.6888390320670637,0.6606355514541092,0.6938494792690115,0.7160134348148085,0.8239633857036602,0.946000948343261,1.0,0.9024532795333309,0.6726952829509995,0.4984925696051226,0.3520345913178294,0.20784186743752833,0.09769932328543127,0.0
32-L3_D2_GAOX1-dTOM_rfp_Posterior_4,0.15481561629985582,0.28153511238281914,0.338864950925062,0.2887922037643616,0.16295645991916713,0.1615998624670022,0.40337634646955095,0.6119710812096801,0.7576804238103096,0.8505036154027088,1.0,0.9927108820416359,0.9613870770848987,0.952706364078629,0.8910745404979338,0.7203792309260713,0.5814860100006513,0.4729002034241548,0.4105580545405555,0.37738788721629474,0.3979501580859025,0.43030153273858907,0.4074756475902242,0.28443074799127654,0.0
3-L2_D2-3_GAOX1-dTOM_posterior__0,0.629448012697512,0.4787580781541832,0.3658960557012423,0.28971959131985486,0.2589798831766692,0.28338666275700597,0.282751620549647,0.3576649423856579,0.41795119016961496,0.433097516048412,0.5723214261630251,0.7017972856735525,0.8180549929335739,0.9077206201445592,1.0,0.9708074956956445,0.8620236826434386,0.7377578349110814,0.6636692071528387,0.5589041810998048,0.48306870134047103,0.45905764798042387,0.40458039612924546,0.2368626114408037,0.0
3-L2_D2-3_GAOX1-dTOM_posterior__1,0.9013147863105039,0.7303428697177011,0.5740208344763904,0.4278283986966611,0.3169134341779232,0.25484208883814824,0.2670575466503985,0.3086239453877652,0.35830001754023233,0.41631491244473223,0.5409693853456002,0.6886028799836439,0.7914063268270246,0.8628234610191554,0.9314553011581491,1.0,0.9989190329568649,0.9192308525771462,0.7713790436311797,0.5861157237743391,0.3831209942090885,0.2494266491259952,0.14775106622942766,0.0759935342870047,0.0
3-L2_D2-3_GAOX1-dTOM_posterior__2,0.782022478221692,0.6075531290892466,0.5158258027670899,0.49533844380589986,0.4443513998736702,0.33057977632136004,0.27434408072277533,0.2741999197719453,0.31164080539342903,0.4171982373887938,0.5712438572211055,0.7271043142923479,0.8050249983788108,0.9162148484337744,1.0,0.9915734941599529,0.8977854119010185,0.7504889852458475,0.5915106002168529,0.48010048217115525,0.31102302600845,0.2060750965710597,0.152412624234117,0.0854132755184954,0.0
3-L2_D2-3_GAOX1-dTOM_posterior__3,0.36056432182170367,0.3346250452748776,0.3820582090570752,0.4483780307921661,0.4015511566746981,0.30224752366104474,0.2700695264641503,0.3426567298152785,0.4820159000120734,0.6326439741106441,0.808339186259534,0.9297102932762217,0.9779211875928463,1.0,0.9513868023075754,0.9031599502370045,0.8248573513278007,0.7445927885650098,0.6315390308814035,0.5264397935990511,0.42595381700025725,0.30597061463599,0.1913840726917687,0.0899677170438261,0.0
3-L2_D2-3_GAOX1-dTOM_posterior__4,0.9245671630416379,0.8451402111652743,0.9830830900039244,1.0,0.9280000293317839,0.811714237189638,0.6492564196341201,0.5364197310196842,0.49124059958880506,0.4625332617847318,0.4559429402520726,0.4755043921072884,0.49229896630341097,0.48049636056724015,0.4563005850512397,0.4585384430348602,0.4208377707477523,0.3772813809822927,0.31457912752870426,0.26769328565347084,0.20027863230605303,0.13074397189281803,0.08464740380320628,0.03894236265162993,0.0
