sample_id,idx1,idx2,idx3,idx4,idx5,idx6,idx7,idx8,idx9,idx10,idx11,idx12,idx13,idx14,idx15,idx16,idx17,idx18,idx19,idx20,idx21,idx22,idx23,idx24,idx25
6-L2_D2-1_GAOX1-dTOM_anterior_1_0,0.012769002743191567,0.0,0.03280093400628022,0.11218597433429947,0.1545491292246507,0.1657874855096109,0.2312750534393281,0.30243908246002005,0.4090303778556426,0.5050121863277106,0.6138369042996834,0.7614520369801889,0.8760022978434164,0.9825839509611888,1.0,0.982783686837829,0.9529867341332853,0.9530004313798749,0.89574791078681,0.8126471848108502,0.6942048419474819,0.5415132845206134,0.40124663081872763,0.2479676866733786,0.09477195799189983
6-L2_D2-1_GAOX1-dTOM_anterior_1_1,0.006851383006134865,0.0,0.015347458390176648,0.030006899224073576,0.09309505404685248,0.1874185172478038,0.2809225281681686,0.3904582785963387,0.5235384279161494,0.624236988090505,0.7012520952446052,0.7442851720311304,0.7949361878552411,0.8630686081201898,0.9714100901866397,1.0,0.9361732025403977,0.8506306330556647,0.765232556437236,0.693698192818223,0.6157674599522408,0.5185993688642276,0.3875242994029926,0.2664313391236239,0.11750289348817915
6-L2_D2-1_GAOX1-dTOM_anterior_1_2,0.013840484681073397,0.0,0.07296912890719236,0.12401853568966324,0.16292599101112804,0.25401955325466447,0.2834611387352696,0.416636959104177,0.6209977396336995,0.7122118090133391,0.758502327251191,0.7750858927760887,0.7614587537458397,0.808164415637573,0.9458152353490646,1.0,0.9602477370612037,0.8632389208322997,0.8121882563852203,0.7570645879376242,0.6687010725592447,0.5182042378723973,0.33722012674972596,0.18298356245807929,0.0324632625743426
6-L2_D2-1_GAOX1-dTOM_anterior_1_3,0.0,0.027732148912170768,0.07426995407038152,0.11102164722630795,0.19826617554922696,0.2930155877304792,0.4225551748235851,0.541357706350334,0.6208571741036653,0.6758157339750398,0.7154975379469743,0.7867303606217552,0.8660721138367391,0.947046963545228,0.992449524435983,1.0,0.9813973871404267,0.9104275018256043,0.833828005452248,0.746140289888803,0.6360097767430076,0.5164725066923888,0.37180012046105015,0.20268181649991387,0.03839596109589768
6-L2_D2-1_GAOX1-dTOM_anterior_1_4,0.0,0.034898269013826755,0.059166270728746265,0.07384378251452225,0.10271457329347893,0.2125552558933175,0.30414682323183284,0.3857604972235657,0.5167882546913272,0.6399773005138744,0.7446773485419317,0.8564010059257517,0.944972132557438,0.9997143232726436,1.0,0.9796971912607836,0.9683404029373582,0.9377453275745485,0.8797569900584499,0.781116553527227,0.6633132657962046,0.533134118564863,0.385515459621635,0.23706803745672955,0.07652605071041142
8-L2_D2_GAOX1-dTOM_anterior_11-_0,0.5979714618343763,0.4512464285054575,0.45891133156593616,0.5064393151144435,0.5431742756467093,0.5350648071464399,0.45524933852016347,0.37535875130959045,0.33636044506926543,0.36752213778824017,0.42172072749962963,0.49489688937314763,0.5881080502681425,0.7048398937585468,0.7943703915623231,0.8570919181432702,0.9416629917435572,1.0,0.9741021640905364,0.9380803621987132,0.8890382796970765,0.7828914962466127,0.6210983409424132,0.35202837334314085,0.0
8-L2_D2_GAOX1-dTOM_anterior_11-_1,0.5418309761493865,0.4386913386992483,0.3765660080960094,0.29142312934539094,0.25455648245569035,0.2636130999258169,0.25784642022242615,0.2800734780347535,0.3593553903022992,0.442184225257591,0.5559704545830041,0.7088107251114318,0.8574860116848303,0.9118094982948547,0.9561368907183573,0.9891167696862734,1.0,0.9663266450848825,0.8572134720253427,0.7419534496589555,0.6642421236628161,0.5452676496954945,0.398730591105647,0.21691015592595428,0.0
8-L2_D2_GAOX1-dTOM_anterior_11-_2,0.5587091585822853,0.30896431213521924,0.14349212340049067,0.07412381400523312,0.11263624892378876,0.22532461525215186,0.3776355567326486,0.5091784808597625,0.54207154433178,0.5135041815326038,0.548792538087307,0.6235048353052693,0.717788776633278,0.7754658393683633,0.8808849034758884,0.9694022098569864,1.0,0.9896704796965825,0.9204979947532218,0.7855699420179604,0.6164203424109088,0.4610029873766552,0.3609214677648584,0.19127630276936602,0.0
8-L2_D2_GAOX1-dTOM_anterior_11-_3,0.5818496032306154,0.30681046849550414,0.1758263605262732,0.07441740824003983,0.1195982196893379,0.23782756686506298,0.3915415770047746,0.54743865561064,0.6864184809371616,0.7798110968658992,0.7790268111914332,0.7357160921496212,0.8187051496971234,0.9328758630547099,1.0,0.9668952564971806,0.8801873331626963,0.818428073927007,0.781281425679132,0.7278235572968288,0.5784819604749039,0.4660788888675345,0.32943698928995674,0.15399630429876882,0.0
8-L2_D2_GAOX1-dTOM_anterior_11-_4,0.13581198891746105,0.3097437776931527,0.45679837720256217,0.4812675131152985,0.5021134361676127,0.5516194548398788,0.6076399743310135,0.6896293667928733,0.7481330846548773,0.8142239583883102,0.8997481819380084,0.9563814659308078,0.9862231512930169,1.0,0.9844179454471788,0.9670639756994487,0.9591933756476452,0.9909780982702125,0.966335911870174,0.9167343305913204,0.8243172507010658,0.6445137007267918,0.3554787209136471,0.14671595848249844,0.0
